,player_name,gp,pts,reb,ast,net_rating,season
7051,Jordan Hill,39,5,4.8,0.4,-2.4,2011-12
7052,Jimmy Butler,42,2.6,1.3,0.3,18.8,2011-12
7053,Jimmer Fredette,61,7.6,1.2,1.8,-9.1,2011-12
7054,Jerryd Bayless,31,11.4,2.1,3.8,-2.3,2011-12
7055,Metta World Peace,64,7.7,3.4,2.2,2.1,2011-12
7056,James Harden,62,16.8,4.1,3.7,9.8,2011-12
7057,James Johnson,62,9.1,4.7,2,-3.8,2011-12
7058,James Jones,51,3.6,1,0.4,2.1,2011-12
7059,James Singleton,12,8.2,6.8,1.3,7.4,2011-12
7060,Jan Vesely,57,4.7,4.4,0.8,-4.7,2011-12
7061,Jannero Pargo,50,5.6,1.5,1.9,3.3,2011-12
7062,Jared Dudley,65,12.7,4.6,1.7,2,2011-12
7063,Jared Jeffries,39,4.4,3.9,0.7,2.6,2011-12
7064,Jarrett Jack,45,15.6,3.9,6.3,-9,2011-12
7065,Jason Collins,30,1.3,1.6,0.3,1.7,2011-12
7066,Jason Kidd,48,6.2,4.1,5.5,2.3,2011-12
7067,Jason Maxiell,65,6.5,5.1,0.6,-3.7,2011-12
7068,Jason Richardson,54,11.6,3.6,2,2.6,2011-12
7069,Jason Smith,40,9.9,4.9,0.9,-0.4,2011-12
7070,Jason Terry,63,15.1,2.4,3.6,0.5,2011-12
7071,Jason Thompson,64,9.1,6.9,1.2,-3.7,2011-12
7072,Jerry Stackhouse,30,3.6,0.8,0.5,-0.9,2011-12
7073,Jerry Smith,5,1.4,1.4,0.8,-10.8,2011-12
7074,Jerome Jordan,21,2,1.3,0.2,11.8,2011-12
7075,Jerome Dyson,9,7.4,2.1,2,3.3,2011-12
7076,Jermaine O'Neal,25,5,5.4,0.4,2,2011-12
7077,Jeremy Tyler,42,4.9,3.3,0.4,-9.9,2011-12
7078,Kawhi Leonard,64,7.9,5.1,1.1,5.2,2011-12
7079,Jeremy Pargo,44,2.9,0.8,1.3,-15.7,2011-12
7080,Jeremy Evans,29,2.1,1.7,0.4,-9.7,2011-12
7081,Jeff Teague,66,12.6,2.4,4.9,5.4,2011-12
7082,Jeff Foster,11,2.3,3.8,0.4,7.1,2011-12
7083,Jeff Foote,4,1,1.5,0,0.6,2011-12
7084,Jeff Ayres,20,1.7,1.7,0.2,-0.8,2011-12
7085,Jeff Adrien,8,2.6,2.8,0.1,-9.3,2011-12
7086,Jeremy Lin,35,14.6,3.1,6.2,6.1,2011-12
7087,Keith Benson,3,0,1,0,44.1,2011-12
7088,Jason Kapono,27,2,0.5,0.4,7.6,2011-12
7089,Kelenna Azubuike,3,2.3,0,0,-22.1,2011-12
7090,Lou Amundson,60,3.6,3.7,0.2,-3.3,2011-12
7091,Lou Williams,64,14.9,2.4,3.5,6.4,2011-12
7092,Luc Mbah a Moute,43,7.7,5.3,0.7,3.2,2011-12
7093,Luis Scola,66,15.5,6.5,2.1,1.8,2011-12
7094,Luke Babbitt,40,5.1,2.4,0.4,-13.3,2011-12
7095,Luke Harangody,21,2.9,2.5,0.3,-13.6,2011-12
7096,Luke Ridnour,53,12.1,2.7,4.8,-2.2,2011-12
7097,Luke Walton,30,1.8,1.6,1.2,-8,2011-12
7098,Luol Deng,54,15.3,6.5,2.9,8.8,2011-12
7099,Malcolm Lee,19,3.3,1.4,1.6,-6,2011-12
7100,Malcolm Thomas,3,0.3,1,0.3,-17.9,2011-12
7101,Manny Harris,26,6.7,2.7,1.2,-7.4,2011-12
7102,Manu Ginobili,34,12.9,3.4,4.4,16.1,2011-12
7103,MarShon Brooks,56,12.6,3.6,2.3,-11,2011-12
7104,Linas Kleiza,49,9.7,4.1,0.9,-0.2,2011-12
7105,Marc Gasol,65,14.6,8.9,3.1,5.3,2011-12
7106,Marco Belinelli,66,11.8,2.6,1.5,-6.4,2011-12
7107,Marcus Camby,59,4.9,9,1.8,2.9,2011-12
7108,Marcus Morris,17,2.4,0.9,0.2,-10.1,2011-12
7109,Marcus Thornton,51,18.7,3.7,1.9,-5.8,2011-12
7110,Mario Chalmers,64,9.8,2.7,3.5,10.5,2011-12
7111,Markieff Morris,63,7.4,4.4,1,-2.2,2011-12
7112,Marquis Daniels,38,3.2,1.7,1.2,0.4,2011-12
7113,Martell Webster,47,6.9,3.6,0.9,-2.9,2011-12
7114,Marvin Williams,57,10.2,5.2,1.2,3,2011-12
7115,Matt Barnes,63,7.8,5.5,2,2.8,2011-12
7116,Matt Bonner,65,6.6,3.3,0.9,13.4,2011-12
7117,Matt Carroll,53,2.7,1.1,0.7,-13.9,2011-12
7118,Keith Bogans,5,4.2,2.2,0.6,-19.7,2011-12
7119,Maurice Evans,24,4.9,1,0.4,-0.2,2011-12
7120,Marcin Gortat,66,15.4,10,0.9,1.9,2011-12
7121,Lester Hudson,16,10.9,2.9,2.3,-0.9,2011-12
7122,Marreese Speights,60,8.8,6.2,0.8,-2.8,2011-12
7123,LeBron James,62,27.1,7.9,6.2,10.7,2011-12
7124,Kosta Koufos,48,5.5,5.4,0.3,5.4,2011-12
7125,Kobe Bryant,58,27.9,5.4,4.6,3.1,2011-12
7126,Klay Thompson,66,12.5,2.4,2,-4,2011-12
7127,Kirk Hinrich,48,6.6,2.1,2.8,1.5,2011-12
7128,Keyon Dooling,46,4,0.8,1.1,-9.5,2011-12
7129,Kevin Seraphin,57,7.9,4.9,0.6,-2.1,2011-12
7130,Kris Humphries,62,13.8,11,1.5,-5.1,2011-12
7131,Kevin Martin,40,17.1,2.7,2.8,0.4,2011-12
7132,Kevin Durant,66,28,8,3.5,7.7,2011-12
7133,Kenyon Martin,42,5.2,4.3,0.4,1.4,2011-12
7134,Kemba Walker,66,12.1,3.5,4.4,-15.1,2011-12
7135,Kenneth Faried,46,10.2,7.7,0.8,0.4,2011-12
7136,Leandro Barbosa,64,11.1,2,1.5,-2.2,2011-12
7137,Kendrick Perkins,65,5.1,6.6,1.2,4.1,2011-12
7138,Kevin Love,55,26,13.3,2,0.3,2011-12
7139,Kurt Thomas,53,3,3.5,0.9,-1.5,2011-12
7140,Kevin Garnett,60,15.8,8.2,2.9,7.7,2011-12
7141,Kyle Korver,65,8.1,2.4,1.7,10.2,2011-12
7142,Kwame Brown,9,6.3,6.3,0.4,-6.1,2011-12
7143,Larry Owens,7,1.9,1.9,0.6,-21.9,2011-12
7144,Larry Hughes,9,1.3,0.6,0.8,-25.8,2011-12
7145,Lavoy Allen,41,4.1,4.2,0.8,6.6,2011-12
7146,Lance Thomas,42,4,3,0.3,-6.9,2011-12
7147,Lance Stephenson,42,2.5,1.3,1.1,-4.2,2011-12
7148,Landry Fields,66,8.8,4.2,2.6,5.1,2011-12
7149,LaMarcus Aldridge,55,21.7,8,2.4,4.1,2011-12
7150,Kyle Lowry,47,14.3,4.5,6.6,1.8,2011-12
7151,Lamar Odom,50,6.6,4.2,1.7,-4,2011-12
7152,Lazar Hayward,26,1.4,0.6,0.2,-17.1,2011-12
7153,Kyrie Irving,51,18.5,3.7,5.4,-5.6,2011-12
7154,Kyrylo Fesenko,3,2.7,3,0.3,19.5,2011-12
7155,Larry Sanders,52,3.6,3.1,0.6,8.9,2011-12
7156,Ryan Hollins,60,3.4,2.3,0.2,5.2,2012-13
7157,Sam Young,56,2.8,2.2,0.8,-4,2012-13
7158,Samardo Samuels,18,3.2,1.6,0.4,-9.5,2012-13
7159,Samuel Dalembert,47,6.7,5.9,0.4,-7.8,2012-13
7160,Sasha Pavlovic,39,2.6,1.4,0.8,-3.6,2012-13
7161,Scott Machado,6,1.3,0.2,1,-21.5,2012-13
7162,Ryan Anderson,81,16.2,6.4,1.2,-6.6,2012-13
7163,Sebastian Telfair,59,5.6,1.4,2.6,-1.8,2012-13
7164,Serge Ibaka,80,13.2,7.7,0.5,11.2,2012-13
7165,Shane Battier,72,6.6,2.3,1,11.9,2012-13
7166,Russell Westbrook,82,23.2,5.2,7.4,12.3,2012-13
7167,Shelvin Mack,31,4.6,1.3,2.2,-3.3,2012-13
7168,Shaun Livingston,66,6.3,2.4,3.3,-4.1,2012-13
7169,Shavlik Randolph,16,4.2,4.4,0.3,1.6,2012-13
7170,Shawn Marion,67,12.1,7.8,2.4,-3.1,2012-13
7171,Solomon Jones,2,0,1.5,0,2.7,2012-13
7172,Spencer Hawes,82,11,7.2,2.2,-3.6,2012-13
7173,Stephen Curry,78,22.9,4,6.9,2.4,2012-13
7174,Stephen Jackson,55,6.2,2.8,1.5,4.4,2012-13
7175,Steve Blake,45,7.3,2.9,3.8,2.1,2012-13
7176,Rudy Gay,75,18.2,6.1,2.7,3.1,2012-13
7177,Steve Nash,50,12.7,2.8,6.7,1.4,2012-13
7178,Steve Novak,81,6.6,1.9,0.4,6.5,2012-13
7179,Taj Gibson,65,8,5.3,0.9,4.8,2012-13
7180,Shannon Brown,59,10.5,2.5,1.8,-8.1,2012-13
7181,Royal Ivey,53,3.2,1.1,0.6,-4.4,2012-13
7182,Reggie Evans,80,4.5,11.1,0.5,4.4,2012-13
7183,Ronny Turiaf,65,1.9,2.3,0.5,3.2,2012-13
7184,Paul Pierce,77,18.6,6.3,4.8,3.5,2012-13
7185,Perry Jones III,38,2.3,1.6,0.3,1.9,2012-13
7186,Tayshaun Prince,82,10.4,4.4,2.4,2.3,2012-13
7187,Quentin Richardson,1,5,10,1,-14.8,2012-13
7188,Quincy Acy,29,4,2.7,0.4,12.1,2012-13
7189,Quincy Miller,7,1.3,0.3,0.4,-3.7,2012-13
7190,Quincy Pondexter,59,6.4,2.2,1,1.6,2012-13
7191,Rajon Rondo,38,13.7,5.6,11.1,-1.3,2012-13
7192,Ramon Sessions,61,14.4,2.8,3.8,-12.3,2012-13
7193,Randy Foye,82,10.8,1.5,2,-2.8,2012-13
7194,Rashard Lewis,55,5.2,2.2,0.5,0.6,2012-13
7195,Rasheed Wallace,21,7,4,0.3,3.7,2012-13
7196,Roy Hibbert,79,11.9,8.3,1.4,9.2,2012-13
7197,Ray Allen,79,10.9,2.7,1.7,5.5,2012-13
7198,Reggie Jackson,70,5.3,2.4,1.7,7.4,2012-13
7199,Reggie Williams,40,3.7,1.3,1,-6.7,2012-13
7200,Richard Hamilton,50,9.8,1.7,2.4,-2.2,2012-13
7201,Richard Jefferson,56,3.1,1.5,0.6,1.7,2012-13
7202,Ricky Rubio,57,10.7,4,7.3,-2.9,2012-13
7203,Robert Sacre,32,1.3,1.1,0.2,-12.3,2012-13
7204,Robin Lopez,82,11.3,5.6,0.8,-4.2,2012-13
7205,Rodney Stuckey,76,11.5,2.8,3.6,-7.4,2012-13
7206,Rodrigue Beaubois,45,4,1.3,1.9,3.5,2012-13
7207,Roger Mason Jr.,69,5.3,1.9,1.1,-1.7,2012-13
7208,Ronnie Brewer,60,3,2.3,0.8,3.1,2012-13
7209,Ronnie Price,39,2.7,1.1,1.9,-6.2,2012-13
7210,Raymond Felton,68,13.9,2.9,5.5,5.9,2012-13
7211,Terrel Harris,20,0.8,1.3,0.5,0.9,2012-13
7212,Vince Carter,81,13.4,4.1,2.4,4.7,2012-13
7213,Terrence Ross,73,6.4,2,0.7,-3.3,2012-13
7214,Vladimir Radmanovic,25,1.3,1.1,0.3,-11.7,2012-13
7215,Wayne Ellington,78,7.9,2.1,1.3,-0.3,2012-13
7216,Wesley Johnson,50,8,2.5,0.7,-11.8,2012-13
7217,Wesley Matthews,69,14.8,2.8,2.5,-2.2,2012-13
7218,Will Barton,73,4,2,0.8,-13.4,2012-13
7219,Will Bynum,65,9.8,1.5,3.6,-6.6,2012-13
7220,Will Conroy,4,0.3,0.3,0,-100.2,2012-13
7221,Willie Green,72,6.3,1.3,0.8,4.4,2012-13
7222,Wilson Chandler,43,13,5.1,1.3,9.3,2012-13
7223,Xavier Henry,50,3.9,1.8,0.3,-13.9,2012-13
7224,Zach Randolph,76,15.4,11.2,1.4,4.6,2012-13
7225,Zaza Pachulia,52,5.9,6.5,1.5,0.7,2012-13
7226,Josh Howard,11,6.7,3.3,0.4,-3.4,2012-13
7227,Josh Harrellson,6,1.7,1.2,0,3.8,2012-13
7228,Josh Childress,14,1,1.1,0.4,-9.6,2012-13
7229,Josh Akognon,3,1.7,0.3,0.3,-22.5,2012-13
7230,Jose Calderon,73,11.3,2.4,7.1,-6.4,2012-13
7231,Jordan Hill,29,6.7,5.7,0.4,-3.8,2012-13
7232,Jordan Hamilton,40,5.2,2.4,0.6,-1.2,2012-13
7233,Jordan Crawford,70,11.6,3,3.2,-5.4,2012-13
7234,Jonas Valanciunas,62,8.9,6,0.7,-3.7,2012-13
7235,Jonas Jerebko,49,7.7,3.8,0.9,-5.6,2012-13
7236,Jon Leuer,28,2,1.3,0.3,-18,2012-13
7237,Paul Millsap,78,14.6,7.1,2.6,0,2012-13
7238,John Wall,49,18.5,4,7.6,1.5,2012-13
7239,Victor Claver,49,3.8,2.4,0.9,-9,2012-13
7240,Viacheslav Kravtsov,25,3.1,1.8,0.4,-6.2,2012-13
7241,Udonis Haslem,75,3.9,5.4,0.5,11.9,2012-13
7242,Tyson Chandler,66,10.4,10.7,0.9,6.4,2012-13
7243,Terrence Williams,24,4.6,1.8,1.6,0.7,2012-13
7244,Thabo Sefolosha,81,7.6,3.9,1.5,12.5,2012-13
7245,Thaddeus Young,76,14.8,7.5,1.6,-0.2,2012-13
7246,Thomas Robinson,70,4.8,4.5,0.7,-7,2012-13
7247,Tiago Splitter,81,10.3,6.4,1.6,10.3,2012-13
7248,Tim Duncan,69,17.8,9.9,2.7,10.5,2012-13
7249,Tim Ohlbrecht,3,1,0.3,0.3,-33.4,2012-13
7250,Timofey Mozgov,41,2.6,2.6,0.2,-7.2,2012-13
7251,Tobias Harris,55,11,5.2,1.3,-7.8,2012-13
7252,Toney Douglas,71,7.5,1.9,2.1,3.1,2012-13
7253,Tony Allen,79,8.9,4.6,1.2,6.8,2012-13
7254,Tony Parker,66,20.3,3,7.6,10.7,2012-13
7255,Terrence Jones,19,5.5,3.4,0.8,-2.6,2012-13
7256,Tony Wroten,35,2.6,0.8,1.2,-11.6,2012-13
7257,Travis Outlaw,38,5.3,1.6,0.6,-6.6,2012-13
7258,Trevor Ariza,56,9.5,4.8,2,-0.4,2012-13
7259,Trevor Booker,48,5.3,5,0.8,-9.3,2012-13
7260,Tristan Thompson,82,11.7,9.4,1.3,-5.7,2012-13
7261,Troy Murphy,14,4.6,3.5,0.5,-5.5,2012-13
7262,Ty Lawson,73,16.7,2.7,6.9,4.4,2012-13
7263,Tyler Hansbrough,81,7,4.6,0.4,-0.6,2012-13
7264,Tyler Honeycutt,9,0.9,1.1,0.2,-17.8,2012-13
7265,Tyler Zeller,77,7.9,5.7,1.2,-8,2012-13
7266,Tyreke Evans,65,15.2,4.4,3.5,-5.7,2012-13
7267,Tyrus Thomas,26,4.8,2.3,0.7,-12.1,2012-13
7268,Tyshawn Taylor,38,2.2,0.5,0.6,-12.1,2012-13
7269,Tornike Shengelia,19,1.6,1.2,0.2,2.7,2012-13
7270,Paul George,79,17.4,7.6,4.1,7.2,2012-13
7271,Linas Kleiza,20,7.4,2.6,0.8,-6.1,2012-13
7272,Patty Mills,58,5.1,0.9,1.1,2.2,2012-13
7273,Kosta Koufos,81,8,6.9,0.4,8,2012-13
7274,Kris Humphries,65,5.8,5.6,0.5,-3.7,2012-13
7275,Kris Joseph,10,0.9,0.7,0.1,-3.3,2012-13
7276,Kurt Thomas,39,2.5,2.3,0.5,-1.2,2012-13
7277,Kwame Brown,22,1.9,3.4,0.4,-6.5,2012-13
7278,Kyle Korver,74,10.9,4,2,4.4,2012-13
7279,Kyle Lowry,68,11.6,4.7,6.4,0.3,2012-13
7280,Kyle O'Quinn,57,4.1,3.7,0.9,-5.4,2012-13
7281,Kyle Singler,82,8.8,4,0.9,-4.5,2012-13
7282,Kyrie Irving,59,22.5,3.7,5.9,-5.1,2012-13
7283,LaMarcus Aldridge,74,21.1,9.1,2.6,-1.4,2012-13
7284,Lamar Odom,82,4,5.9,1.7,9.5,2012-13
7285,Lance Stephenson,78,8.8,3.9,2.9,8.8,2012-13
7286,Lance Thomas,59,2.5,1.9,0.3,-3.5,2012-13
7287,Landry Fields,51,4.7,4.1,1.2,-0.8,2012-13
7288,Larry Sanders,71,9.8,9.5,1.2,1.9,2012-13
7289,Lavoy Allen,79,5.8,5,0.9,-2.9,2012-13
7290,Lazar Hayward,4,2.5,1,0.8,-38.8,2012-13
7291,LeBron James,76,26.8,8,7.3,14.1,2012-13
7292,Leandro Barbosa,41,5.2,1.1,1.4,-1.9,2012-13
7293,Lou Amundson,39,1.9,2.7,0.3,-10,2012-13
7294,Lou Williams,39,14.1,2.1,3.6,0,2012-13
7295,Luc Mbah a Moute,58,6.7,4.4,0.9,-0.4,2012-13
7296,Luis Scola,82,12.8,6.6,2.2,-6.3,2012-13
7297,Luke Babbitt,62,3.9,2.2,0.5,-3.4,2012-13
7298,Kobe Bryant,78,27.3,5.6,6,2.7,2012-13
7299,Klay Thompson,82,16.6,3.7,2.2,1.8,2012-13
7300,Kirk Hinrich,60,7.7,2.6,5.2,3.2,2012-13
7301,Kim English,41,2.9,0.9,0.6,-8.1,2012-13
7302,John Salmons,76,8.8,2.7,3,-1,2012-13
7303,Josh McRoberts,67,6,4.9,2.1,-8,2012-13
7304,Josh Selby,10,2,0.5,0.4,-36.3,2012-13
7305,Josh Smith,76,17.5,8.4,4.2,1.9,2012-13
7306,Jrue Holiday,78,17.7,4.2,8,-2.5,2012-13
7307,Julyan Stone,4,1.8,0.8,0.5,10.7,2012-13
7308,Justin Dentmon,2,0,0,0,-28.6,2012-13
7309,Justin Holiday,9,4.7,1.6,1.7,7.5,2012-13
7310,Juwan Howard,7,3,1.1,0.9,-11.2,2012-13
7311,Kawhi Leonard,58,11.9,6,1.6,10.1,2012-13
7312,Keith Bogans,74,4.2,1.6,1,-0.2,2012-13
7313,Kemba Walker,82,17.7,3.5,5.7,-9.7,2012-13
7314,Luke Ridnour,82,11.5,2.5,3.8,-3.5,2012-13
7315,Kendall Marshall,48,3,0.9,3,-13.3,2012-13
7316,Kenneth Faried,80,11.5,9.2,1,5.1,2012-13
7317,Kent Bazemore,61,2,0.4,0.4,2.2,2012-13
7318,Kenyon Martin,18,7.2,5.3,0.4,8.4,2012-13
7319,Kevin Durant,81,28.1,7.9,4.6,12.7,2012-13
7320,Kevin Garnett,68,14.8,7.8,2.3,3.5,2012-13
7321,Kevin Jones,32,3,2.4,0.3,6,2012-13
7322,Kevin Love,18,18.3,14,2.3,-1.7,2012-13
7323,Kevin Martin,77,14,2.3,1.4,11.6,2012-13
7324,Kevin Murphy,17,0.9,0.2,0.1,-40.9,2012-13
7325,Kevin Seraphin,79,9.1,4.4,0.7,-6.2,2012-13
7326,Keyon Dooling,7,4.4,0.1,1.1,-5.7,2012-13
7327,Khris Middleton,27,6.1,1.9,1,2.2,2012-13
7328,Kendrick Perkins,78,4.2,6,1.4,11.8,2012-13
7329,Luke Walton,50,3.4,2.9,3.3,-2.9,2012-13
7330,Luke Zeller,16,1.2,0.6,0.2,-34.4,2012-13
7331,Luol Deng,75,16.5,6.3,3,-0.2,2012-13
7332,Mike James,45,6.1,1.6,3.1,3,2012-13
7333,Mike Miller,59,4.8,2.7,1.7,5.3,2012-13
7334,Mike Scott,40,4.6,2.8,0.3,-6.7,2012-13
7335,Miles Plumlee,14,0.9,1.6,0.1,-8.4,2012-13
7336,Mirza Teletovic,53,3.5,1.8,0.4,-2.5,2012-13
7337,Mo Williams,46,12.9,2.4,6.2,-2.6,2012-13
7338,Monta Ellis,82,19.2,3.9,6,-0.4,2012-13
7339,Nando De Colo,72,3.8,1.9,1.9,-1.2,2012-13
7340,Nate Robinson,82,13.1,2.2,4.4,0,2012-13
7341,Nazr Mohammed,63,2.6,3.1,0.4,-0.7,2012-13
7342,Nene,61,12.6,6.7,2.9,3,2012-13
7343,Nick Collison,81,5.1,4.1,1.5,12.3,2012-13
7344,Mike Dunleavy,75,10.5,3.9,1.9,1,2012-13
7345,Nick Young,59,10.6,2.2,1.4,-5.2,2012-13
7346,Nikola Pekovic,62,16.3,8.8,0.9,-1.9,2012-13
7347,Nikola Vucevic,77,13.1,11.9,1.9,-8.1,2012-13
7348,Nolan Smith,40,2.8,0.7,0.9,-4.2,2012-13
7349,Norris Cole,80,5.6,1.6,2.1,3.1,2012-13
7350,O.J. Mayo,82,15.3,3.5,4.4,-2,2012-13
7351,Omer Asik,82,10.1,11.7,0.9,5.9,2012-13
7352,Omri Casspi,43,4,2.7,0.7,-6.4,2012-13
7353,Orlando Johnson,51,4,2.2,0.9,1.6,2012-13
7354,PJ Tucker,79,6.4,4.4,1.4,-4.8,2012-13
7355,Pablo Prigioni,78,3.5,1.8,3,8,2012-13
7356,Patrick Beverley,41,5.6,2.7,2.9,7.4,2012-13
7357,Patrick Patterson,71,10.4,4.7,1.1,1,2012-13
7358,Nicolas Batum,73,14.3,5.6,4.9,-2.5,2012-13
7359,Pau Gasol,49,13.7,8.6,4.1,3.3,2012-13
7360,Mike Conley,80,14.6,2.8,6.1,9,2012-13
7361,Mickael Gelabale,36,5,2.8,0.7,-4.8,2012-13
7362,Maalik Wayns,27,2.8,0.3,1,-16.4,2012-13
7363,Malcolm Lee,16,4.9,2.4,1.3,2.1,2012-13
7364,Malcolm Thomas,12,1.3,1.3,0.3,32.5,2012-13
7365,Manu Ginobili,60,11.8,3.4,4.6,7.8,2012-13
7366,MarShon Brooks,73,5.4,1.4,1,-2.6,2012-13
7367,Marc Gasol,80,14.1,7.8,4,7.5,2012-13
7368,Marcin Gortat,61,11.1,8.5,1.2,-6.2,2012-13
7369,Marco Belinelli,73,9.6,1.9,2,-1.6,2012-13
7370,Marcus Camby,24,1.8,3.3,0.6,-0.3,2012-13
7371,Marcus Morris,77,7.7,3.6,0.8,-4.2,2012-13
7372,Marcus Thornton,72,12.7,2.5,1.3,-9.3,2012-13
7373,Mario Chalmers,77,8.6,2.2,3.5,14.6,2012-13
7374,Mickael Pietrus,19,5.3,1.9,0.5,-2.5,2012-13
7375,Markieff Morris,82,8.2,4.8,1.3,-10.1,2012-13
7376,Marquis Teague,48,2.1,0.9,1.3,-2.7,2012-13
7377,Marreese Speights,79,8.3,4.9,0.6,-4.4,2012-13
7378,Martell Webster,76,11.4,3.9,1.9,-1.3,2012-13
7379,Marvin Williams,73,7.2,3.6,1.1,-3.3,2012-13
7380,Matt Barnes,80,10.3,4.6,1.5,6.8,2012-13
7381,Matt Bonner,68,4.2,1.9,0.5,4,2012-13
7382,Matt Carroll,1,0,0,1,-21.5,2012-13
7383,Maurice Harkless,76,8.2,4.4,0.7,-11.9,2012-13
7384,Metta World Peace,75,12.4,5,1.5,4.9,2012-13
7385,Meyers Leonard,69,5.5,3.7,0.5,-8.1,2012-13
7386,Michael Beasley,75,10.1,3.8,1.5,-11.5,2012-13
7387,Michael Kidd-Gilchrist,78,9,5.8,1.5,-8.2,2012-13
7388,Marquis Daniels,59,5.5,2.5,1.1,-3.8,2012-13
7389,John Lucas III,63,5.3,1,1.7,-6.3,2012-13
7390,Aaron Brooks,53,7.1,1.5,2.2,-10.7,2012-13
7391,John Henson,63,6,4.7,0.5,-2.5,2012-13
7392,Earl Watson,48,2,1.8,4,-4.6,2012-13
7393,Ed Davis,81,7.7,5.7,0.8,-0.2,2012-13
7394,Eddy Curry,2,4.5,2,0,4.5,2012-13
7395,Ekpe Udoh,76,4.3,3.3,0.6,-3,2012-13
7396,Elton Brand,72,7.2,6,1,-1.4,2012-13
7397,Emeka Okafor,79,9.7,8.8,1.2,-1.8,2012-13
7398,Enes Kanter,70,7.2,4.3,0.4,3.7,2012-13
7399,Eric Bledsoe,76,8.5,3,3.1,5.5,2012-13
7400,Eric Gordon,42,17,1.8,3.3,-2.8,2012-13
7401,Eric Maynor,64,4.5,0.7,2.8,-3.2,2012-13
7402,Ersan Ilyasova,73,13.2,7.1,1.6,0.3,2012-13
7403,Evan Fournier,38,5.3,0.9,1.2,7.7,2012-13
7404,Evan Turner,82,13.3,6.3,4.3,-3.5,2012-13
7405,Fab Melo,6,1.2,0.5,0,-9.1,2012-13
7406,Festus Ezeli,78,2.4,4,0.3,-0.8,2012-13
7407,Francisco Garcia,58,5.5,1.6,1.1,-2.6,2012-13
7408,Garrett Temple,51,5.1,2.4,2.3,0,2012-13
7409,Gary Neal,68,9.5,2.1,1.9,4,2012-13
7410,George Hill,76,14.2,3.7,4.7,8.7,2012-13
7411,Gerald Green,60,7,2.4,0.8,0.4,2012-13
7412,Gerald Henderson,68,15.5,3.7,2.6,-10.7,2012-13
7413,Gerald Wallace,69,7.7,4.6,2.6,3,2012-13
7414,Glen Davis,34,15.1,7.2,2.1,-1.8,2012-13
7415,Earl Clark,59,7.3,5.5,1.1,-2.6,2012-13
7416,Earl Barron,12,3.3,5.1,0.4,-7,2012-13
7417,E'Twaun Moore,75,7.8,2.2,2.7,-10,2012-13
7418,Dwyane Wade,69,21.2,5,5.1,13,2012-13
7419,DeMarcus Cousins,75,17.1,9.9,2.7,-7.3,2012-13
7420,DeMarre Carroll,66,6,2.8,0.9,5.4,2012-13
7421,DeQuan Jones,63,3.7,1.7,0.3,-10.8,2012-13
7422,DeSagana Diop,22,0.7,2.3,0.6,-6.3,2012-13
7423,DeShawn Stevenson,56,5.1,2.2,0.9,-1.1,2012-13
7424,Derek Fisher,33,5.3,1.1,1.4,6.5,2012-13
7425,Deron Williams,78,18.9,3,7.7,1.7,2012-13
7426,Derrick Favors,77,9.4,7.1,1,-1.5,2012-13
7427,Derrick Williams,78,12,5.5,0.6,-5.3,2012-13
7428,Devin Ebanks,19,3.4,2.2,0.5,-6.6,2012-13
7429,Devin Harris,58,9.9,2,3.4,7.3,2012-13
7430,Goran Dragic,77,14.7,3.1,7.4,-6,2012-13
7431,Dexter Pittman,11,0.7,1.1,0,-36.9,2012-13
7432,Dion Waiters,61,14.7,2.4,3,-6.3,2012-13
7433,Dirk Nowitzki,53,17.3,6.8,2.5,0.7,2012-13
7434,Dominic McGuire,26,2,3,0.8,-10.5,2012-13
7435,Dominique Jones,29,4,1.6,2.9,-3,2012-13
7436,Donald Sloan,23,3.5,1.2,1.7,-16.2,2012-13
7437,Donatas Motiejunas,44,5.7,2.1,0.7,3.1,2012-13
7438,Dorell Wright,79,9.2,3.8,1.9,-5.7,2012-13
7439,Doron Lamb,47,3.3,1,0.7,-8.9,2012-13
7440,Draymond Green,79,2.9,3.3,0.7,0.4,2012-13
7441,Drew Gooden,16,3.3,1.9,0.4,-5.3,2012-13
7442,Dwight Howard,76,17.1,12.4,1.4,3.4,2012-13
7443,Diante Garrett,19,2.1,0.8,1.6,-18,2012-13
7444,DeMar DeRozan,82,18.1,3.9,2.5,-2.4,2012-13
7445,Gordon Hayward,72,14.1,3.1,3,1.8,2012-13
7446,Greg Monroe,81,16,9.6,3.5,-5.5,2012-13
7447,James White,57,2.2,0.8,0.5,-6.1,2012-13
7448,Jan Vesely,51,2.5,2.4,0.5,-3.1,2012-13
7449,Jannero Pargo,32,6.5,1.1,2.1,-8.6,2012-13
7450,Jared Cunningham,8,2,0.4,0.1,-12.5,2012-13
7451,Jared Dudley,79,10.9,3.1,2.6,-4.2,2012-13
7452,Jared Jeffries,38,1.2,1.6,0.4,2.8,2012-13
7453,Jared Sullinger,45,6,5.9,0.8,3.7,2012-13
7454,Jarrett Jack,79,12.9,3.1,5.6,2.2,2012-13
7455,Jarvis Varnado,13,0.6,0.7,0.2,-16.3,2012-13
7456,Jason Collins,38,1.1,1.6,0.2,1,2012-13
7457,Jason Kidd,76,6,4.3,3.3,5.5,2012-13
7458,Jason Maxiell,72,6.9,5.7,0.8,-6.1,2012-13
7459,Jason Richardson,33,10.5,3.8,1.5,0.3,2012-13
