,player_name,gp,pts,reb,ast,net_rating,season
6642,James Harden,82,12.2,3.1,2.1,5.7,2010-11
6643,Jason Maxiell,57,4.2,3,0.3,-6.5,2010-11
6644,James Jones,81,5.9,2,0.5,8.6,2010-11
6645,James Posey,49,4.9,3,0.7,-3.7,2010-11
6646,Jamal Crawford,76,14.2,1.7,3.2,-1.3,2010-11
6647,Jared Dudley,82,10.6,3.9,1.3,-0.2,2010-11
6648,Jarrett Jack,83,8.9,2.1,2.9,-5.6,2010-11
6649,Jarron Collins,28,0.7,0.9,0.1,-0.7,2010-11
6650,Jason Collins,49,2,2.1,0.4,8,2010-11
6651,Jason Kapono,24,0.7,0.5,0.2,7.6,2010-11
6652,Grant Hill,80,13.2,4.2,2.5,1.5,2010-11
6653,Jason Smith,77,4.3,3.1,0.5,0.9,2010-11
6654,Jason Richardson,80,15.6,4.1,1.8,5.3,2010-11
6655,Jared Jeffries,42,1.8,2.8,0.9,11,2010-11
6656,Jamaal Magloire,18,1.9,3.4,0.2,7.2,2010-11
6657,James Johnson,38,7.1,3.7,2.3,-3.1,2010-11
6658,JR Smith,79,12.3,4.1,2.2,5.8,2010-11
6659,Greivis Vasquez,70,3.6,1,2.2,-6.1,2010-11
6660,Hakim Warrick,80,8.4,3.7,0.9,-4.1,2010-11
6661,Hamady Ndiaye,16,0.9,0.4,0,-22.9,2010-11
6662,JaVale McGee,79,10.1,8,0.5,-4.4,2010-11
6663,Hamed Haddadi,31,2.4,2.2,0.2,11.2,2010-11
6664,Hasheem Thabeet,47,1.1,1.6,0.1,-14.8,2010-11
6665,Hassan Whiteside,1,0,0,0,-144.9,2010-11
6666,Hedo Turkoglu,81,10.8,4.4,4.2,6.4,2010-11
6667,Henry Walker,61,4.9,2,0.6,6.2,2010-11
6668,Jason Kidd,80,7.9,4.4,8.2,3.7,2010-11
6669,Ian Mahinmi,56,3.1,2.1,0.1,8.8,2010-11
6670,Ike Diogu,36,5.8,3.2,0.1,-10.6,2010-11
6671,Ime Udoka,20,0.7,1,0.7,0.6,2010-11
6672,Ish Smith,43,2.3,1.1,1.8,-4.4,2010-11
6673,Jason Terry,82,15.8,1.9,4.1,6.4,2010-11
6674,J.J. Barea,81,9.5,2,3.9,5.9,2010-11
6675,JJ Hickson,80,13.8,8.7,1.1,-11.9,2010-11
6676,JJ Redick,59,10.1,1.9,1.7,4,2010-11
6677,Hilton Armstrong,53,1.7,2.5,0.3,-10,2010-11
6678,Hakim Warrick,35,6.4,2.6,0.9,-12.4,2011-12
6679,Gustavo Ayon,54,5.9,4.9,1.4,-1.8,2011-12
6680,Greivis Vasquez,66,8.9,2.6,5.4,-0.4,2011-12
6681,Greg Stiemsma,55,2.9,3.2,0.5,-0.9,2011-12
6682,Greg Smith,8,1.8,2.5,0.1,-2.9,2011-12
6683,Gordon Hayward,66,11.8,3.5,3.1,0.8,2011-12
6684,Grant Hill,49,10.2,3.5,2.2,3.3,2011-12
6685,Goran Dragic,66,11.7,2.5,5.3,2.3,2011-12
6686,Glen Davis,61,9.3,5.4,0.8,-1.5,2011-12
6687,Gilbert Arenas,17,4.2,1.1,1.1,5.6,2011-12
6688,Gerald Wallace,58,13.8,6.7,2.8,2.7,2011-12
6689,Gerald Green,31,12.9,3.5,1.1,-1.1,2011-12
6690,Greg Monroe,66,15.4,9.7,2.3,-6.7,2011-12
6691,Gerald Henderson,55,15.1,4.1,2.3,-14.1,2011-12
6692,JaVale McGee,61,11.3,7.8,0.5,-9.5,2011-12
6693,George Hill,50,9.6,3,2.9,3,2011-12
6694,Hamady Ndiaye,3,0,0,0,114.3,2011-12
6695,Jamaal Tinsley,37,3.7,1.2,3.3,-2.4,2011-12
6696,Jamaal Magloire,34,1.2,3.3,0.2,6.5,2011-12
6697,JaJuan Johnson,36,3.2,1.6,0.2,-4.5,2011-12
6698,JR Smith,35,12.5,3.9,2.4,5.7,2011-12
6699,JJ Redick,65,11.6,2.3,2.5,0.6,2011-12
6700,JJ Hickson,54,8.4,6.2,0.8,-8,2011-12
6701,J.J. Barea,41,11.3,2.8,5.7,-3.5,2011-12
6702,Hamed Haddadi,35,2,2,0.2,6.4,2011-12
6703,Ivan Johnson,56,6.4,4,0.6,2.4,2011-12
6704,Isaiah Thomas,65,11.5,2.6,4.1,-2.7,2011-12
6705,Iman Shumpert,59,9.5,3.2,2.8,3.5,2011-12
6706,Ike Diogu,2,1,0.5,0,31.3,2011-12
6707,Ian Mahinmi,61,5.8,4.7,0.2,1.9,2011-12
6708,Henry Walker,32,5.9,2.5,1.2,-1,2011-12
6709,Hedo Turkoglu,53,10.9,3.8,4.4,3.8,2011-12
6710,Hassan Whiteside,18,1.6,2.2,0,5.7,2011-12
6711,Hasheem Thabeet,20,1.8,2.1,0,-32.2,2011-12
6712,Ish Smith,26,2.8,1.3,1.6,-7.7,2011-12
6713,Gary Neal,56,9.9,2.1,2.1,5.6,2011-12
6714,DeMarre Carroll,24,4.5,2.2,0.8,-1.4,2011-12
6715,Francisco Garcia,49,4.8,2,0.6,-7.2,2011-12
6716,Carl Landry,41,12.5,5.2,0.9,-3.8,2011-12
6717,CJ Miles,56,9.1,2.1,1.2,0.2,2011-12
6718,C.J. Watson,49,9.7,2.1,4.1,1.9,2011-12
6719,Byron Mullens,65,9.3,5,0.9,-12.9,2011-12
6720,Brook Lopez,5,19.2,3.6,1.2,-12.1,2011-12
6721,Brian Skinner,1,0,0,0,-88.4,2011-12
6722,Brian Scalabrine,28,1.1,0.8,0.5,9.1,2011-12
6723,Carldell Johnson,15,1.8,0.6,1.5,2.3,2011-12
6724,Brian Cook,32,2.5,2,0.3,-3.1,2011-12
6725,Brendan Haywood,54,5.2,6,0.4,2.6,2011-12
6726,Brandon Rush,65,9.8,3.9,1.4,-1.7,2011-12
6727,Brandon Knight,66,12.8,3.2,3.8,-7.2,2011-12
6728,Brandon Jennings,66,19.1,3.4,5.5,-2.3,2011-12
6729,Brandon Bass,59,12.5,6.2,0.9,4.9,2011-12
6730,Brandan Wright,49,6.9,3.6,0.3,2.8,2011-12
6731,Brad Miller,15,2.3,1.3,1.6,-6.3,2011-12
6732,Brian Cardinal,44,1,0.8,0.4,-7.7,2011-12
6733,Carlos Boozer,66,15,8.5,1.9,5.8,2011-12
6734,Carlos Delfino,54,9,3.9,2.3,-6.3,2011-12
6735,Carmelo Anthony,55,22.6,6.3,3.6,2.4,2011-12
6736,Chris Wright,24,2.9,1.9,0.2,-4.4,2011-12
6737,Chris Wilcox,28,5.4,4.4,0.4,-2.8,2011-12
6738,Chris Singleton,66,4.6,3.5,0.7,-4.7,2011-12
6739,Chris Paul,60,19.8,3.6,9.1,6.6,2011-12
6740,Chris Kaman,47,13.1,7.7,2.1,-2.6,2011-12
6741,Chris Johnson,27,2,1.5,0.1,-11.1,2011-12
6742,Chris Duhon,63,3.8,1.6,2.4,0.7,2011-12
6743,Chris Bosh,57,18,7.9,1.8,10.8,2011-12
6744,Chris Andersen,32,5.3,4.6,0.2,6,2011-12
6745,Chauncey Billups,20,15,2.5,4,5.8,2011-12
6746,Chase Budinger,58,9.6,3.7,1.3,0,2011-12
6747,Charlie Villanueva,13,7,3.7,0.5,-13.8,2011-12
6748,Charles Jenkins,51,5.8,1.3,3.3,-11.6,2011-12
6749,Channing Frye,64,10.5,5.9,1.4,4.3,2011-12
6750,Chandler Parsons,63,9.5,4.8,2.1,2.7,2011-12
6751,Cartier Martin,17,9.3,3.4,0.6,3.1,2011-12
6752,Caron Butler,63,12,3.7,1.2,7,2011-12
6753,Boris Diaw,57,6.4,4.9,3.6,-5.9,2011-12
6754,Bobby Simmons,28,2.9,2,0.4,-0.5,2011-12
6755,Blake Griffin,66,20.7,10.9,3.2,6.9,2011-12
6756,Blake Ahearn,4,2.5,0.5,0.3,-20.1,2011-12
6757,Andrea Bargnani,31,19.5,5.5,2,-1,2011-12
6758,Andre Miller,66,9.7,3.3,6.7,4.8,2011-12
6759,Andre Iguodala,62,12.4,6.1,5.5,6.3,2011-12
6760,Andre Emmett,6,2.2,1,0.2,-1.9,2011-12
6761,Andray Blatche,26,8.5,5.8,1.1,-13,2011-12
6762,Anderson Varejao,25,10.8,11.5,1.7,-1.7,2011-12
6763,Amir Johnson,64,7.1,6.4,1.2,0.7,2011-12
6764,Amar'e Stoudemire,47,17.5,7.8,1.1,-2.7,2011-12
6765,Alonzo Gee,63,10.6,5.1,1.8,-6.1,2011-12
6766,Alec Burks,59,7.2,2.2,0.9,-2.3,2011-12
6767,Alan Anderson,17,9.6,2,1.5,-1.5,2011-12
6768,Al-Farouq Aminu,66,6,4.7,1,-0.2,2011-12
6769,Al Jefferson,61,19.2,9.6,2.2,3.2,2011-12
6770,Al Horford,11,12.4,7,2.2,6.8,2011-12
6771,Al Harrington,64,14.2,6.1,1.4,4.8,2011-12
6772,Aaron Gray,49,3.9,5.7,0.6,-7.9,2011-12
6773,AJ Price,44,3.9,1.4,2,0.5,2011-12
6774,Andres Nocioni,11,1.5,1.3,0.1,-14.4,2011-12
6775,Christian Eyenga,7,2.4,2,0.7,-17.2,2011-12
6776,Andrew Bogut,12,11.3,8.3,2.6,3.4,2011-12
6777,Andrew Goudelock,40,4.4,0.8,0.5,-4.2,2011-12
6778,Bismack Biyombo,63,5.2,5.8,0.4,-17.5,2011-12
6779,Beno Udrih,59,5.9,1.7,3.8,10.1,2011-12
6780,Ben Wallace,62,1.4,4.3,0.7,-5.4,2011-12
6781,Ben Uzoh,18,4.5,3.7,3.4,0.9,2011-12
6782,Ben Gordon,52,12.5,2.3,2.4,-8.3,2011-12
6783,Baron Davis,29,6.1,1.9,4.7,4,2011-12
6784,Avery Bradley,64,7.6,1.8,1.4,5.6,2011-12
6785,Austin Daye,41,4.7,2.2,0.8,-13.1,2011-12
6786,Arron Afflalo,62,15.2,3.2,2.4,1.4,2011-12
6787,Armon Johnson,9,5.2,1.4,1.2,-5.8,2011-12
6788,Anthony Tolliver,51,4.1,3,0.4,-1.7,2011-12
6789,Anthony Randolph,34,7.4,3.6,0.6,-3.2,2011-12
6790,Anthony Parker,51,7.2,2.7,2.4,-10,2011-12
6791,Anthony Morrow,62,12,2,1,-5.9,2011-12
6792,Anthony Carter,24,2,1.4,1.4,-8.9,2011-12
6793,Antawn Jamison,65,17.2,6.3,2,-7.8,2011-12
6794,Andris Biedrins,47,1.7,3.7,0.3,-6.6,2011-12
6795,Andrew Bynum,60,18.7,11.8,1.4,2.3,2011-12
6796,Gary Forbes,48,6.6,2.1,1.1,-3.7,2011-12
6797,Chuck Hayes,54,3.2,4.3,1.4,-6.7,2011-12
6798,Corey Brewer,59,8.9,2.5,1.5,1.7,2011-12
6799,Dwyane Wade,49,22.1,4.8,4.6,11.2,2011-12
6800,Dwight Howard,54,20.6,14.5,1.9,3.6,2011-12
6801,Drew Gooden,56,13.7,6.5,2.6,-5.8,2011-12
6802,Dorell Wright,61,10.3,4.6,1.5,-4.9,2011-12
6803,Donte Greene,53,5.4,2.5,0.6,-5.8,2011-12
6804,Donald Sloan,33,5.5,2,3.2,-18.9,2011-12
6805,Dominique Jones,33,2.7,1.3,1.3,-12.2,2011-12
6806,E'Twaun Moore,38,2.9,0.9,0.9,6,2011-12
6807,Dominic McGuire,64,3.5,3.8,1.7,-4,2011-12
6808,Dexter Pittman,35,3,2,0.3,4.1,2011-12
6809,Devin Harris,63,11.3,1.8,5,2.4,2011-12
6810,Devin Ebanks,24,4,2.3,0.5,-0.9,2011-12
6811,Derrick Williams,66,8.8,4.7,0.6,-3.3,2011-12
6812,Derrick Rose,39,21.8,3.4,7.9,10.6,2011-12
6813,Derrick Favors,65,8.8,6.5,0.7,-1.8,2011-12
6814,Derrick Byars,2,5,5.5,0.5,-7.6,2011-12
6815,Dirk Nowitzki,62,21.6,6.7,2.2,5.4,2011-12
6816,Earl Barron,2,2,0.5,0,-7.5,2011-12
6817,Earl Boykins,8,4.9,1.4,2.1,-8.6,2011-12
6818,Earl Clark,45,2.7,2.8,0.4,-13.8,2011-12
6819,Evan Turner,65,9.4,5.8,2.8,2.8,2011-12
6820,Ersan Ilyasova,60,13,8.8,1.2,-0.1,2011-12
6821,Erick Dampier,15,0.1,1.7,0.3,2.3,2011-12
6822,Eric Maynor,9,4.2,1.4,2.4,4.5,2011-12
6823,Eric Gordon,9,20.6,2.8,3.4,5.2,2011-12
6824,Eric Dawson,4,3.8,2.5,0,-24.1,2011-12
6825,Eric Bledsoe,40,3.3,1.6,1.7,4.3,2011-12
6826,Enes Kanter,66,4.6,4.2,0.1,-8.2,2011-12
6827,Emeka Okafor,27,9.9,7.9,0.9,-8.5,2011-12
6828,Elton Brand,60,11,7.2,1.6,7.3,2011-12
6829,Elliot Williams,24,3.7,0.8,0.3,-6.5,2011-12
6830,Ekpe Udoh,61,5.6,4.2,0.9,8.4,2011-12
6831,Edwin Ubiles,4,3.5,2.5,0.3,-18.9,2011-12
6832,Eduardo Najera,22,2.6,2.3,0.5,-11.7,2011-12
6833,Eddy Curry,14,2.1,0.9,0.1,-38,2011-12
6834,Ed Davis,66,6.3,6.6,0.9,-7.7,2011-12
6835,Earl Watson,50,3,2.4,4.3,-0.8,2011-12
6836,Derrick Brown,65,8.1,3.6,1,-14.8,2011-12
6837,Deron Williams,55,21,3.3,8.7,-6.2,2011-12
6838,Derek Fisher,63,5.6,1.9,2.7,5.7,2011-12
6839,Dennis Horner,8,0.6,0.6,0,-40.1,2011-12
6840,Daniel Gibson,35,7.5,2.9,2.2,-3.2,2011-12
6841,Dan Gadzuric,2,0,2.5,0,-9,2011-12
6842,Damion James,7,4.9,4.7,0.4,-8.6,2011-12
6843,Damien Wilkins,60,3.2,1.7,0.7,-2.4,2011-12
6844,Dahntay Jones,65,5.3,1.8,1,-4,2011-12
6845,Daequan Cook,57,5.5,2.1,0.3,6.4,2011-12
6846,DaJuan Summers,15,4.5,1.5,0.7,-8.3,2011-12
6847,DJ White,58,6.8,3.6,0.8,-16.1,2011-12
6848,D.J. Kennedy,2,6,3.5,1.5,-32.7,2011-12
6849,D.J. Augustin,48,11.1,2.3,6.4,-14.9,2011-12
6850,Craig Smith,47,3.3,2.3,0.4,-9.7,2011-12
6851,Craig Brackins,14,1.6,1.1,0.6,-32.3,2011-12
6852,Courtney Lee,58,11.4,2.7,1.5,1.4,2011-12
6853,Courtney Fortson,10,3.5,1.5,1,-22.6,2011-12
6854,Cory Joseph,29,2,0.9,1.2,-9.2,2011-12
6855,Cory Higgins,38,3.9,0.9,0.9,-15.1,2011-12
6856,Corey Maggette,32,15,3.9,1.2,-15.7,2011-12
6857,Daniel Orton,16,2.8,2.4,0.3,-11.5,2011-12
6858,Cole Aldrich,26,2.2,1.8,0.1,-6.5,2011-12
6859,Danilo Gallinari,43,14.6,4.7,2.7,7.9,2011-12
6860,Danny Green,66,9.1,3.5,1.3,8.4,2011-12
6861,Delonte West,44,9.6,2.3,3.2,-0.5,2011-12
6862,DeShawn Stevenson,51,2.9,2,0.8,-6.2,2011-12
6863,DeSagana Diop,27,1.1,3.1,0.9,-20.1,2011-12
6864,Jamal Crawford,60,14,2,3.2,-2.8,2011-12
6865,DeMarcus Cousins,64,18.1,11,1.6,-5.1,2011-12
6866,DeMar DeRozan,63,16.7,3.3,2,-1.8,2011-12
6867,DeJuan Blair,64,9.5,5.5,1.2,2.1,2011-12
6868,DeAndre Liggins,17,1.9,0.9,0.3,-27.1,2011-12
6869,DeAndre Jordan,66,7.4,8.3,0.3,5.4,2011-12
6870,David West,66,12.8,6.6,2.1,5.4,2011-12
6871,David Lee,57,20.1,9.6,2.8,-3.3,2011-12
6872,Darryl Watkins,5,4.6,5.4,0.6,-13.4,2011-12
6873,Darren Collison,60,10.4,3.1,4.8,3.5,2011-12
6874,Darko Milicic,29,4.6,3.3,0.6,-5.9,2011-12
6875,Darius Morris,19,2.4,0.8,1.1,-13.7,2011-12
6876,Darington Hobson,5,0.8,0.6,1.2,10.2,2011-12
6877,Dante Cunningham,64,5.2,3.8,0.6,-1.4,2011-12
6878,Danny Granger,62,18.7,5,1.8,7.2,2011-12
6879,Jamario Moon,8,2.3,2.8,0.6,-34.8,2011-12
6880,Francisco Elson,5,0.4,0.2,0.2,-42.5,2011-12
6881,James Anderson,51,3.7,1.5,0.8,8.5,2011-12
6882,Ramon Sessions,64,11.3,3.3,5.5,-1.5,2011-12
6883,Randy Foye,65,11,2.1,2.2,1.2,2011-12
6884,Rashard Lewis,28,7.8,3.9,1,-12.4,2011-12
6885,Rasual Butler,34,3.2,1.9,0.6,-11.4,2011-12
6886,Ray Allen,46,14.2,3.1,2.4,3.1,2011-12
6887,Raymond Felton,60,11.4,2.5,6.5,4.1,2011-12
6888,Reggie Evans,56,1.9,4.8,0.3,-11.6,2011-12
6889,Reggie Jackson,45,3.1,1.2,1.6,3,2011-12
6890,Reggie Williams,33,8.3,2.8,1.8,-19.4,2011-12
6891,Renaldo Balkman,14,3,1.9,0.4,0.6,2011-12
6892,Richard Hamilton,28,11.6,2.4,3,7.8,2011-12
6893,Richard Jefferson,63,9.2,3.5,1.4,-1.4,2011-12
6894,Ricky Rubio,41,10.6,4.2,8.2,1.7,2011-12
6895,Robin Lopez,64,5.4,3.3,0.3,-3.5,2011-12
6896,Rajon Rondo,53,11.9,4.8,11.7,5.2,2011-12
6897,Rodney Stuckey,55,14.8,2.6,3.8,-2.6,2011-12
6898,Roger Mason Jr.,52,5.5,1.3,0.9,-2.4,2011-12
6899,Ronnie Brewer,66,6.9,3.5,2.1,8.3,2011-12
6900,Ronnie Price,36,3.6,1.6,1.9,-2.7,2011-12
6901,Ronny Turiaf,17,3,4.1,0.6,0.5,2011-12
6902,Roy Hibbert,65,12.8,8.8,1.7,5.4,2011-12
6903,Royal Ivey,34,2.1,0.7,0.3,1.9,2011-12
6904,Rudy Fernandez,31,8.6,2.1,2.4,5.4,2011-12
6905,Rudy Gay,65,19,6.4,2.3,2,2011-12
6906,Russell Westbrook,66,23.6,4.6,5.5,7.9,2011-12
6907,Ryan Anderson,61,16.1,7.7,0.9,6,2011-12
6908,Ryan Gomes,32,2.3,1.9,0.4,-8.6,2011-12
6909,Ryan Hollins,39,3.4,2.1,0.2,-2.2,2011-12
6910,Ryan Reid,5,1.6,0.4,0,15,2011-12
6911,Sam Young,35,3.3,1.8,0.4,-8.9,2011-12
6912,Rodrigue Beaubois,53,8.9,2.8,2.9,2.3,2011-12
6913,Raja Bell,34,6.4,1.4,1.1,-1.7,2011-12
6914,Quincy Pondexter,64,4.2,2,0.4,2.2,2011-12
6915,Quentin Richardson,48,4.5,2.6,0.8,-3.5,2011-12
6916,Mickael Pietrus,42,6.9,3.1,0.6,2.5,2011-12
6917,Mickell Gladness,26,2.2,2.2,0.2,-11.9,2011-12
6918,Mike Bibby,39,2.6,1.5,2.1,-2.4,2011-12
6919,Mike Conley,62,12.7,2.5,6.5,5.8,2011-12
6920,Mike Dunleavy,55,12.3,3.7,2.1,4.7,2011-12
6921,Mike James,11,4.8,0.9,2.6,28.6,2011-12
6922,Mike Miller,39,6.1,3.3,1.1,11.8,2011-12
6923,Mikki Moore,7,3.4,3.1,0.7,-7.8,2011-12
6924,Mo Williams,52,13.2,1.9,3.1,-1.9,2011-12
6925,Monta Ellis,58,20.4,3.4,6,-0.8,2011-12
6926,Morris Almond,4,3.5,2,0.5,25,2011-12
6927,Mychel Thompson,5,3.6,1,1.4,-2.8,2011-12
6928,Nate Robinson,51,11.2,2,4.5,1.4,2011-12
6929,Nazr Mohammed,63,2.7,2.7,0.2,6.1,2011-12
6930,Nene,39,13.7,7.5,2.1,2.6,2011-12
6931,Nick Collison,63,4.5,4.3,1.3,11.3,2011-12
6932,Nick Young,62,14.2,2.1,0.9,-7.1,2011-12
6933,Paul Pierce,61,19.4,5.2,4.5,4.4,2011-12
6934,Paul Millsap,64,16.6,8.8,2.3,4.2,2011-12
6935,Paul George,66,12.1,5.6,2.4,6.1,2011-12
6936,Pau Gasol,65,17.4,10.4,3.6,3.5,2011-12
6937,Patty Mills,16,10.3,1.8,2.4,9.5,2011-12
6938,Patrick Patterson,64,7.7,4.5,0.8,-1.6,2011-12
6939,Samardo Samuels,54,5.4,3.3,0.4,-5.9,2011-12
6940,Omri Casspi,65,7.1,3.5,1,-11.4,2011-12
6941,O.J. Mayo,66,12.6,3.2,2.6,0.2,2011-12
6942,Norris Cole,65,6.8,1.4,2,0.5,2011-12
6943,Nolan Smith,44,3.8,1.3,1.4,-15.5,2011-12
6944,Nikola Vucevic,51,5.5,4.8,0.6,2.7,2011-12
6945,Nikola Pekovic,47,13.9,7.4,0.7,-1.4,2011-12
6946,Nicolas Batum,59,13.9,4.6,1.4,-1.8,2011-12
6947,Omer Asik,66,3.1,5.3,0.5,9.1,2011-12
6948,Samuel Dalembert,65,7.5,7,0.5,2.7,2011-12
6949,Sasha Pavlovic,45,2.7,1.6,0.4,0.9,2011-12
6950,Sean Williams,11,3.6,2.3,0.5,12.9,2011-12
6951,Travis Leslie,10,1.4,0.9,0.5,-29.3,2011-12
6952,Travis Outlaw,39,4.3,1.6,0.4,-4.2,2011-12
6953,Trevor Ariza,41,10.8,5.2,3.3,-6.4,2011-12
6954,Trevor Booker,50,8.4,6.5,0.8,-6,2011-12
6955,Trey Johnson,11,1.9,1.1,0.4,-6.7,2011-12
6956,Trey Thompkins,24,2.4,1,0.1,-28.3,2011-12
6957,Tristan Thompson,60,8.2,6.5,0.5,-11.6,2011-12
6958,Troy Murphy,59,3.2,3.2,0.9,0.1,2011-12
6959,Ty Lawson,61,16.4,3.7,6.6,2.2,2011-12
6960,Tyler Hansbrough,66,9.3,4.4,0.5,-1.5,2011-12
6961,Jameer Nelson,57,11.9,3.2,5.7,4,2011-12
6962,Tyreke Evans,63,16.5,4.6,4.5,-6.7,2011-12
6963,Tyrus Thomas,54,5.6,3.7,0.6,-15.7,2011-12
6964,Tyson Chandler,62,11.3,9.9,0.9,2.4,2011-12
6965,Udonis Haslem,64,6,7.3,0.7,4.3,2011-12
6966,Vernon Macklin,23,2,1.5,0.2,-2.2,2011-12
6967,Vince Carter,61,10.1,3.4,2.3,6.8,2011-12
6968,Zaza Pachulia,58,7.8,7.9,1.4,2.5,2011-12
6969,Zach Randolph,28,11.6,8,1.7,7.4,2011-12
6970,Yi Jianlian,30,2.6,1.6,0.2,-13.2,2011-12
6971,Xavier Silas,2,5.5,2,1.5,-20.7,2011-12
6972,Xavier Henry,45,5.3,2.4,0.8,-3.2,2011-12
6973,Wilson Chandler,8,9.4,5.1,2.1,-3.8,2011-12
6974,Tracy McGrady,52,5.3,3,2.1,5.7,2011-12
6975,Willie Green,53,7.6,1.5,0.8,-3.3,2011-12
6976,Wesley Matthews,66,13.7,3.4,1.7,0.9,2011-12
6977,Wesley Johnson,65,6,2.7,0.9,-5,2011-12
6978,Wayne Ellington,51,6.1,1.9,0.6,-0.8,2011-12
6979,Walker Russell,28,3,0.9,2.1,-10.5,2011-12
6980,Von Wafer,33,5.9,1.4,0.9,-5.5,2011-12
6981,Vladimir Radmanovic,49,4.5,2.9,1.1,2.9,2011-12
6982,Will Bynum,36,5.7,1.6,1.8,-4.3,2011-12
6983,Michael Redd,51,8.2,1.5,0.6,-8.5,2011-12
6984,Tony Parker,60,18.3,2.9,7.7,10.5,2011-12
6985,Tony Allen,58,9.8,4,1.4,6.9,2011-12
6986,Sebastian Telfair,60,6.1,1.5,2.3,-7.2,2011-12
6987,Semih Erden,28,3.5,2.6,0.3,-11.2,2011-12
6988,Serge Ibaka,66,9.1,7.5,0.4,6.9,2011-12
6989,Shane Battier,65,4.8,2.4,1.3,4.7,2011-12
6990,Shannon Brown,59,11,2.7,1.2,-2,2011-12
6991,Shaun Livingston,58,5.5,2.1,2.1,-3.8,2011-12
6992,Shawn Marion,63,10.6,7.4,2.1,-1.4,2011-12
6993,Shawne Williams,25,4.5,2.7,0.6,-10.1,2011-12
6994,Shelden Williams,58,4.6,6,0.6,-9.5,2011-12
6995,Shelvin Mack,64,3.6,1.4,2,-2.2,2011-12
6996,Solomon Alabi,14,2.4,3.4,0.2,1.7,2011-12
6997,Solomon Jones,21,3.2,2.8,0.4,-22.4,2011-12
6998,Spencer Hawes,37,9.6,7.3,2.6,3.7,2011-12
6999,Stephen Curry,26,14.7,3.4,5.3,5.4,2011-12
7000,Stephen Jackson,47,9.8,3.5,2.5,2,2011-12
7001,Steve Blake,53,5.2,1.6,3.3,0.2,2011-12
7002,Steve Nash,62,12.5,3,10.7,3.8,2011-12
7003,Toney Douglas,38,6.2,1.9,2,-0.3,2011-12
7004,Tobias Harris,42,5,2.4,0.5,-0.6,2011-12
7005,Timofey Mozgov,44,5.4,4.1,0.5,-4.1,2011-12
7006,Tim Duncan,58,15.4,9,2.3,8.6,2011-12
7007,Tiago Splitter,59,9.3,5.2,1.1,10.2,2011-12
7008,Thaddeus Young,63,12.8,5.2,1.2,8.4,2011-12
7009,Tony Battie,27,1.6,2.5,0.6,6.5,2011-12
7010,Thabo Sefolosha,42,4.8,3,1.1,7.9,2011-12
7011,Terrel Harris,22,3.6,2.3,1.2,-8.3,2011-12
7012,Tayshaun Prince,63,12.7,4.5,2.4,-7.3,2011-12
7013,Taj Gibson,63,7.7,5.3,0.7,15.1,2011-12
7014,T.J. Ford,14,3.6,1.3,3.2,7.3,2011-12
7015,Sundiata Gaines,57,5.1,1.9,2.2,-7.6,2011-12
7016,Steve Novak,54,8.8,1.9,0.2,6.5,2011-12
7017,Terrence Williams,30,7.1,3.4,2.2,-8.1,2011-12
7018,Michael Beasley,47,11.5,4.4,1,-3.3,2011-12
7019,Tyler Honeycutt,15,1.3,0.9,0.5,-5.9,2011-12
7020,Mehmet Okur,17,7.6,4.8,1.8,-17.3,2011-12
7021,Jodie Meeks,66,8.4,2.4,0.8,5.8,2011-12
7022,Joe Johnson,60,18.8,3.7,3.9,5.9,2011-12
7023,Joel Anthony,64,3.4,3.9,0.1,10.9,2011-12
7024,Joel Przybilla,27,2,5.1,0.2,-4,2011-12
7025,Johan Petro,59,4.2,3.8,0.8,-8.7,2011-12
7026,John Lucas III,49,7.5,1.6,2.2,17.7,2011-12
7027,John Salmons,46,7.5,2.9,2,-8.1,2011-12
7028,John Wall,66,16.3,4.5,8,-6.8,2011-12
7029,Jon Brockman,35,1.1,2.1,0.3,-0.3,2011-12
7030,Jon Leuer,46,4.7,2.6,0.5,0.2,2011-12
7031,Jonas Jerebko,64,8.7,4.8,0.7,-6,2011-12
7032,Jonny Flynn,29,4.5,1.3,3.3,-12.4,2011-12
7033,Jordan Crawford,64,14.7,2.6,3,-9.1,2011-12
7034,Jordan Farmar,39,10.4,1.6,3.3,-10.3,2011-12
7035,Joakim Noah,64,10.2,9.8,2.5,7.5,2011-12
7036,Jordan Hamilton,26,4.4,2.4,0.8,6.9,2011-12
7037,Jordan Williams,43,4.6,3.6,0.3,1.3,2011-12
7038,Jose Calderon,53,10.5,3,8.8,-3.5,2011-12
7039,Josh Childress,34,2.9,2.8,1,-4.7,2011-12
7040,Josh Davis,15,1.9,1.8,0.4,-17.2,2011-12
7041,Josh Harrellson,37,4.4,3.9,0.3,9.9,2011-12
7042,Josh Howard,43,8.7,3.7,1.2,-0.5,2011-12
7043,Josh McRoberts,50,2.8,3.4,1,-6.1,2011-12
7044,Josh Selby,28,2.3,0.5,1.1,-7.8,2011-12
7045,Josh Smith,66,18.8,9.6,3.9,6.1,2011-12
7046,Jrue Holiday,65,13.5,3.3,4.5,5,2011-12
7047,Julyan Stone,22,1.6,1.1,1.7,4.6,2011-12
7048,Justin Dentmon,6,4.3,1.3,1.7,-13.5,2011-12
7049,Justin Harper,14,1.4,0.9,0.1,-24.3,2011-12
7050,Juwan Howard,28,1.5,1.7,0.4,-12.2,2011-12
